x,y,utc
252213.6218408962,254267.3891686594,1503810402
252213.6218408962,254267.3891686594,1503967281
252213.6218408962,254267.3891686594,1503806090
252213.6218408962,254267.3891686594,1503668601
252213.6218408962,254267.3891686594,1504138930
252213.6218408962,254267.3891686594,1504165855
252213.6218408962,254267.3891686594,1503809102
252213.6218408962,254267.3891686594,1503807461
252213.6218408962,254267.3891686594,1504016404
252213.6218408962,254267.3891686594,1503856914
252213.6218408962,254267.3891686594,1504162710
252213.6218408962,254267.3891686594,1503638333
252314.92181430396,251987.5759213789,1503665774
252213.6218408962,254267.3891686594,1503797672
252213.6218408962,254267.3891686594,1503650751
252213.6218408962,254267.3891686594,1503821590
252203.05088086423,254267.36065805607,1504117611
250708.4278219233,255835.10119429295,1504222496
252203.05088086423,254267.36065805607,1504126352
252213.6218408962,254267.3891686594,1504000460
252213.6218408962,254267.3891686594,1503755152
252387.5494723352,252496.91738513423,1503664783
252283.1753079777,251998.55852797272,1503664848
252213.6218408962,254267.3891686594,1503813773
252213.6218408962,254267.3891686594,1503810678
252213.6218408962,254267.3891686594,1504143101
256551.97171001046,260057.30486391488,1504223373
252213.6218408962,254267.3891686594,1503980681
252213.6218408962,254267.3891686594,1503624271
252213.6218408962,254267.3891686594,1503818192
252213.6218408962,254267.3891686594,1503805254
252213.6218408962,254267.3891686594,1503985272
252213.5919858675,254278.4574851315,1503810189
252213.6218408962,254267.3891686594,1503726914
252711.0295878284,254058.43770787684,1503845800
252213.6218408962,254267.3891686594,1503803360
252213.6218408962,254267.3891686594,1503753420
252213.6218408962,254267.3891686594,1504008392
252213.6218408962,254267.3891686594,1504125732
252711.0295878284,254058.43770787684,1503845483
252213.6218408962,254267.3891686594,1503675082
252213.6218408962,254267.3891686594,1504016932
252213.6218408962,254267.3891686594,1503998570
252213.6218408962,254267.3891686594,1503627163
252213.6218408962,254267.3891686594,1503989471
252213.6218408962,254267.3891686594,1503988020
252213.6218408962,254267.3891686594,1503638880
252213.6218408962,254267.3891686594,1504162174
252213.6218408962,254267.3891686594,1503638633
252213.6218408962,254267.3891686594,1503620054
252224.16293983953,254278.48600149038,1503771797
252213.6218408962,254267.3891686594,1503674807
246141.05975387606,256277.47940641228,1504209410
252213.6218408962,254267.3891686594,1504123514
252213.6218408962,254267.3891686594,1503681018
252213.6218408962,254267.3891686594,1503803964
251976.23246772363,260000.20009557772,1504223010
252213.6218408962,254267.3891686594,1503622092
257660.46909999973,260436.90465103212,1504223557
252213.6218408962,254267.3891686594,1503735054
252213.6218408962,254267.3891686594,1504120292
252213.6218408962,254267.3891686594,1504154727
250380.49530879164,255933.8605991913,1504222046
252213.6218408962,254267.3891686594,1503723903
252213.6218408962,254267.3891686594,1503806340
252213.6218408962,254267.3891686594,1504002254
252213.6218408962,254267.3891686594,1504121488
252213.6218408962,254267.3891686594,1504126762
252203.05088086423,254267.36065805607,1504117684
252213.6218408962,254267.3891686594,1503836805
252213.6218408962,254267.3891686594,1503839561
252213.6218408962,254267.3891686594,1504155393
252213.6218408962,254267.3891686594,1504009433
250591.8673749935,255945.48034361337,1504197753
252213.6218408962,254267.3891686594,1503822660
250697.97368098286,255790.8001478228,1504198637
252213.6218408962,254267.3891686594,1503835043
252213.6218408962,254267.3891686594,1503834071
252213.6218408962,254267.3891686594,1504151142
252213.6218408962,254267.3891686594,1503662222
252213.6218408962,254267.3891686594,1503859823
252711.0295878284,254058.43770787684,1503846243
250697.94469023973,255801.86848705943,1503772420
252213.6218408962,254267.3891686594,1503802031
252213.6218408962,254267.3891686594,1503748429
252213.6218408962,254267.3891686594,1503814093
252213.6218408962,254267.3891686594,1503811764
252213.6218408962,254267.3891686594,1503623933
252213.6218408962,254267.3891686594,1503619254
246130.51627114374,256266.38585956555,1504212644
252213.6218408962,254267.3891686594,1503800743
252213.6218408962,254267.3891686594,1503670021
252213.6218408962,254267.3891686594,1503983244
252213.6218408962,254267.3891686594,1503805091
252198.83645822422,251909.7840074717,1503664889
250719.0269286551,255824.0605490354,1504222177
252711.0295878284,254058.43770787684,1503842692
250697.97368098286,255790.8001478228,1504198274
252213.6218408962,254267.3891686594,1504167688
252213.6218408962,254267.3891686594,1504124812
252213.6218408962,254267.3891686594,1503794173
252213.6218408962,254267.3891686594,1504151087
252213.6218408962,254267.3891686594,1503840914
252213.6218408962,254267.3891686594,1503860792
252213.6218408962,254267.3891686594,1503833360
252213.6218408962,254267.3891686594,1503981501
252213.6218408962,254267.3891686594,1503996521
246130.51627114374,256266.38585956555,1504211380
250687.3455834758,255812.9091435562,1503779599
252711.0295878284,254058.43770787684,1503845164
252213.6218408962,254267.3891686594,1504171687
252213.6218408962,254267.3891686594,1503790374
252213.6218408962,254267.3891686594,1504126712
246141.05975387606,256277.47940641228,1504206524
252213.6218408962,254267.3891686594,1503814038
252213.6218408962,254267.3891686594,1503632615
252213.6218408962,254267.3891686594,1503766411
252213.6218408962,254267.3891686594,1504166814
252213.6218408962,254267.3891686594,1503802801
252700.45851369083,254058.4089256461,1503842400
252213.6218408962,254267.3891686594,1503995410
250697.94469023973,255801.86848705943,1503772535
252213.6218408962,254267.3891686594,1503976762
252213.6218408962,254267.3891686594,1503801713
252213.6218408962,254267.3891686594,1503817132
252213.6218408962,254267.3891686594,1503794503
252213.6218408962,254267.3891686594,1503996292
252213.6218408962,254267.3891686594,1503763387
250697.97368098286,255790.8001478228,1504198100
246141.05975387606,256277.47940641228,1504207189
252213.6218408962,254267.3891686594,1504116640
252213.6218408962,254267.3891686594,1504016180
252213.6218408962,254267.3891686594,1503994840
252213.6218408962,254267.3891686594,1504161042
246141.05975387606,256277.47940641228,1504213663
252213.6218408962,254267.3891686594,1504167859
252213.6218408962,254267.3891686594,1503969214
252213.6218408962,254267.3891686594,1503763691
252213.6218408962,254267.3891686594,1504010420
252213.6218408962,254267.3891686594,1503644571
252213.6218408962,254267.3891686594,1503840374
246130.51627114374,256266.38585956555,1504206150
252213.6218408962,254267.3891686594,1503668591
252213.6218408962,254267.3891686594,1503818063
249852.47741364068,255744.3303943382,1504221961
252213.6218408962,254267.3891686594,1503792053
251838.85068451837,259999.83159315307,1504223002
252213.6218408962,254267.3891686594,1504138128
250708.45681871194,255824.03285462296,1504197792
246130.48989154107,256277.45421199012,1504206325
251846.27649845308,253281.31509579977,1503666532
252213.6218408962,254267.3891686594,1504015752
252213.6218408962,254267.3891686594,1503765042
252213.6218408962,254267.3891686594,1503796792
252213.6218408962,254267.3891686594,1503803832
252213.6218408962,254267.3891686594,1503970461
252213.6218408962,254267.3891686594,1503721735
252213.6218408962,254267.3891686594,1504015523
252213.6218408962,254267.3891686594,1503840594
252213.6218408962,254267.3891686594,1503651472
252213.6218408962,254267.3891686594,1503738209
252213.6218408962,254267.3891686594,1504162538
246130.51627114374,256266.38585956555,1504213448
252213.6218408962,254267.3891686594,1503674121
252213.6218408962,254267.3891686594,1504011041
252711.0295878284,254058.43770787684,1503850183
252213.6218408962,254267.3891686594,1504164493
252213.6218408962,254267.3891686594,1503830632
252668.59471653798,254113.6641800598,1503855766
252213.6218408962,254267.3891686594,1503986224
252711.0295878284,254058.43770787684,1503849680
252213.6218408962,254267.3891686594,1503975992
252213.6218408962,254267.3891686594,1503750308
246130.48989154107,256277.45421199012,1504212030
252213.6218408962,254267.3891686594,1503799982
252213.6218408962,254267.3891686594,1503672862
252213.6218408962,254267.3891686594,1503839173
252213.6218408962,254267.3891686594,1503728050
252213.6218408962,254267.3891686594,1503830311
252213.6218408962,254267.3891686594,1504015393
252213.6218408962,254267.3891686594,1503978112
252213.6218408962,254267.3891686594,1503759398
252213.6218408962,254267.3891686594,1504153133
252213.6218408962,254267.3891686594,1503797944
248920.7652088329,256350.7160180774,1504200534
252213.6218408962,254267.3891686594,1503661663
250697.97368098286,255790.8001478228,1504197923
252213.6218408962,254267.3891686594,1503657422
252213.6218408962,254267.3891686594,1503649371
256266.76988200063,260012.19957499078,1504223357
252213.6218408962,254267.3891686594,1503768824
252213.6218408962,254267.3891686594,1503814333
246649.05334822807,256013.05512729136,1504200841
252213.6218408962,254267.3891686594,1504170848
252213.6218408962,254267.3891686594,1503764449
252213.6218408962,254267.3891686594,1503643973
252213.6218408962,254267.3891686594,1503659080
252213.6218408962,254267.3891686594,1503989041
252213.6218408962,254267.3891686594,1503966590
252213.6218408962,254267.3891686594,1504017762
252213.6218408962,254267.3891686594,1503804191
252213.6218408962,254267.3891686594,1503808781
252213.6218408962,254267.3891686594,1503835953
252213.6218408962,254267.3891686594,1504013753
252213.6218408962,254267.3891686594,1503797964
253962.15076727906,260304.48493699546,1504223198
252213.6218408962,254267.3891686594,1504138387
252213.6218408962,254267.3891686594,1503634330
252213.6218408962,254267.3891686594,1503862458
252213.6218408962,254267.3891686594,1504120740
252213.6218408962,254267.3891686594,1503827410
252213.6218408962,254267.3891686594,1503830181
252213.6218408962,254267.3891686594,1503982803
252213.6218408962,254267.3891686594,1503814480
252213.6218408962,254267.3891686594,1503645312
252213.6218408962,254267.3891686594,1504002414
252213.6218408962,254267.3891686594,1503670860
252213.6218408962,254267.3891686594,1504002214
252213.6218408962,254267.3891686594,1503977610
252213.6218408962,254267.3891686594,1503677991
252213.6218408962,254267.3891686594,1503968173
254480.09088849614,260261.6622258207,1504223242
252213.6218408962,254267.3891686594,1503837790
252213.6218408962,254267.3891686594,1503651462
252213.6218408962,254267.3891686594,1504009773
252213.6218408962,254267.3891686594,1503622430
252213.6218408962,254267.3891686594,1503997924
252213.6218408962,254267.3891686594,1503652314
252700.45851369083,254058.4089256461,1503855630
252213.6218408962,254267.3891686594,1503658611
252213.6218408962,254267.3891686594,1504165299
252213.6218408962,254267.3891686594,1503656132
252711.0295878284,254058.43770787684,1503850944
249767.26163194282,255998.6846447978,1504221930
252213.6218408962,254267.3891686594,1503673944
246130.48989154107,256277.45421199012,1504207204
252213.6218408962,254267.3891686594,1503812752
252213.6218408962,254267.3891686594,1503632881
252213.6218408962,254267.3891686594,1503980160
252213.6218408962,254267.3891686594,1503820470
252213.6218408962,254267.3891686594,1503791330
252213.6218408962,254267.3891686594,1503966251
252213.6218408962,254267.3891686594,1503766391
252213.6218408962,254267.3891686594,1504016411
252213.6218408962,254267.3891686594,1503806390
252213.6218408962,254267.3891686594,1504011341
252213.6218408962,254267.3891686594,1503836444
252213.6218408962,254267.3891686594,1504167462
252711.0295878284,254058.43770787684,1503844382
252213.6218408962,254267.3891686594,1503754612
252213.6218408962,254267.3891686594,1503679887
252711.0295878284,254058.43770787684,1503852261
252203.05088086423,254267.36065805607,1504117752
250687.3455834758,255812.9091435562,1503781410
248012.94102060114,255872.5009050417,1504221625
252213.6218408962,254267.3891686594,1503966551
252213.6218408962,254267.3891686594,1503660911
252213.6218408962,254267.3891686594,1503722076
252213.6218408962,254267.3891686594,1504166405
252213.6218408962,254267.3891686594,1504150737
252213.6218408962,254267.3891686594,1503754492
252213.6218408962,254267.3891686594,1503729659
252213.6218408962,254267.3891686594,1504138235
246141.08613952307,256266.41105399904,1504211580
252213.6218408962,254267.3891686594,1503965260
252213.6218408962,254267.3891686594,1503996663
252213.6218408962,254267.3891686594,1503796964
252213.6218408962,254267.3891686594,1503857334
250697.94469023973,255801.86848705943,1504199497
252213.6218408962,254267.3891686594,1504018414
255801.46649777694,260121.53709462282,1504223331
252213.6218408962,254267.3891686594,1503657372
252213.6218408962,254267.3891686594,1503734800
252213.6218408962,254267.3891686594,1503857460
246141.08613952307,256266.41105399904,1504211865
252213.6218408962,254267.3891686594,1503726303
252213.6218408962,254267.3891686594,1504003690
252213.6218408962,254267.3891686594,1503637762
246141.05975387606,256277.47940641228,1504210113
252213.6218408962,254267.3891686594,1503833713
252213.6218408962,254267.3891686594,1503857733
252213.6218408962,254267.3891686594,1503824871
252213.6218408962,254267.3891686594,1503741314
252213.6218408962,254267.3891686594,1503994704
252213.6218408962,254267.3891686594,1504119821
252711.0295878284,254058.43770787684,1503842486
252213.6218408962,254267.3891686594,1503822383
252213.6218408962,254267.3891686594,1504143246
252213.6218408962,254267.3891686594,1503675683
252213.6218408962,254267.3891686594,1503754334
251897.67998081405,253823.8038024989,1503666587
252213.6218408962,254267.3891686594,1504156586
252711.0295878284,254058.43770787684,1503844904
252213.6218408962,254267.3891686594,1503723064
252213.6218408962,254267.3891686594,1503650141
252213.6218408962,254267.3891686594,1503631941
252213.6218408962,254267.3891686594,1503653893
252213.6218408962,254267.3891686594,1503673450
252213.6218408962,254267.3891686594,1504010470
252213.6218408962,254267.3891686594,1503629103
252213.6218408962,254267.3891686594,1503762405
252213.6218408962,254267.3891686594,1503732522
246130.48989154107,256277.45421199012,1504208041
252213.5919858675,254278.4574851315,1503667034
252213.6218408962,254267.3891686594,1504155005
252711.0295878284,254058.43770787684,1503845790
252213.6218408962,254267.3891686594,1503832234
252213.6218408962,254267.3891686594,1504173517
252213.6218408962,254267.3891686594,1503859470
252213.6218408962,254267.3891686594,1503799712
252213.6218408962,254267.3891686594,1503732853
252213.6218408962,254267.3891686594,1504014313
252213.6218408962,254267.3891686594,1504168708
252213.6218408962,254267.3891686594,1503835001
252213.6218408962,254267.3891686594,1503637602
252711.0295878284,254058.43770787684,1503848404
252213.6218408962,254267.3891686594,1503650772
251856.90729592918,253259.2068036499,1503666529
252711.0295878284,254058.43770787684,1503854900
252213.6218408962,254267.3891686594,1503975803
252213.6218408962,254267.3891686594,1503828430
252213.6218408962,254267.3891686594,1503820231
252213.6218408962,254267.3891686594,1504156656
252213.6218408962,254267.3891686594,1503622780
252213.6218408962,254267.3891686594,1504009453
252213.6218408962,254267.3891686594,1504143369
252213.6218408962,254267.3891686594,1503670540
252213.6218408962,254267.3891686594,1503642254
252213.6218408962,254267.3891686594,1503625231
252213.6218408962,254267.3891686594,1503797642
252213.6218408962,254267.3891686594,1504138791
252213.6218408962,254267.3891686594,1503673974
252213.6218408962,254267.3891686594,1503767112
252213.6218408962,254267.3891686594,1503763422
252213.6218408962,254267.3891686594,1504127810
252213.6218408962,254267.3891686594,1504121232
252213.6218408962,254267.3891686594,1503968953
252213.6218408962,254267.3891686594,1503971793
252213.6218408962,254267.3891686594,1503620434
250676.7754674416,255812.88146644444,1503777296
250687.3455834758,255812.9091435562,1503782407
252213.6218408962,254267.3891686594,1503824891
246141.08613952307,256266.41105399904,1504212025
252213.6218408962,254267.3891686594,1503996673
246141.05975387606,256277.47940641228,1504210443
250687.3455834758,255812.9091435562,1503779365
252213.6218408962,254267.3891686594,1504000440
252213.6218408962,254267.3891686594,1504173106
252213.6218408962,254267.3891686594,1504137954
252213.6218408962,254267.3891686594,1503619731
252213.6218408962,254267.3891686594,1503625454
252213.6218408962,254267.3891686594,1504000991
252213.6218408962,254267.3891686594,1503737693
